Country_Name,Country_Code,Year,Month,Product_Code,Product_Name,Product_Category,Region,Export_Value_USD,Export_Units
France,FRA,2022,11,P006,Pharmaceutical Products,Healthcare,Europe,1922788,1085.0
Japan,JPN,2023,2,P004,Industrial Machinery,Machinery,Asia,2579353,1071.0
France,FRA,2021,11,P003,Textile Materials,Textiles,Europe,2749706,250.0
Germany,DEU,2020,11,P006,Pharmaceutical Products,Healthcare,Europe,4715792,1316.0
India,IND,2021,2,P008,Steel Materials,Metals,Asia,1690186,1493.0
Germany,DEU,2021,8,P001,Crude Oil,Fuel,Europe,4178369,401.0
Brazil,BRA,2021,4,P007,Automobiles,Automobile,South America,3513117,1145.0
Brazil,BRA,2019,7,P007,Automobiles,Automobile,south america,3029241,1558.0
Canada,CAN,2023,2,P005,Agricultural Goods,Agriculture,North America,733420,100.0
India,IND,2019,5,P007,Automobiles,Automobile,Asia,3172286,221.0
Germany,DEU,2022,1,P002,Electronic Components,Electronics,Europe,-486178,1913.0
France,FRA,2022,9,P009,Processed Foods,Food,Europe,1402835,98.0
France,FRA,2021,3,P009,Processed Foods,Food,Europe,2619938,125.0
Canada,CAN,2021,3,P009,Processed Foods,Food,North America,-228039,417.0
INDIA,IND,2020,8,P008,Steel Materials,Metals,Asia,922539,555.0
United Kingdom,GBR,2023,5,P010,Computer Hardware,Electronics,Europe,3333235,712.0
Australia,AUS,2023,4,P003,Textile Materials,Textiles,Oceania,-259124,746.0
Germany,DEU,2022,7,P007,Automobiles,Automobile,Europe,-366881,1010.0
Australia,AUS,2021,1,P002,Electronic Components,Electronics,Oceania,1855029,480.0
China,CHN,2021,9,P009,Processed Foods,Food,asia,4807248,889.0
Canada,CAN,2019,8,P007,Automobiles,Automobile,North America,2240167,1780.0
China,CHN,2021,11,P007,Automobiles,Automobile,Asia,1896728,1662.0
India,IND,2021,10,P009,Processed Foods,Food,Asia,4811687,529.0
Canada,CAN,2021,1,P010,Computer Hardware,Electronics,North America,3251907,1530.0
Canada,CAN,2023,12,P005,Agricultural Goods,Agriculture,North America,2457989,1234.0
Brazil,BRA,2022,10,P007,Automobiles,Automobile,South America,4870576,1650.0
France,FRA,2023,5,P003,Textile Materials,Textiles,Europe,4219496,1454.0
,FRA,2023,1,P010,computer hardware,Electronics,Europe,692936,1014.0
United States,USA,2023,12,P006,Pharmaceutical Products,Healthcare,North America,189108,1802.0
Australia,AUS,2019,12,P006,Pharmaceutical Products,Healthcare,Oceania,1192119,1433.0
China,CHN,2020,1,P007,Automobiles,Automobile,Asia,1774315,171.0
United States,USA,2023,8,P009,Processed Foods,Food,North America,3908859,976.0
Germany,DEU,2023,1,P004,Industrial Machinery,Machinery,Europe,1906317,1759.0
Germany,DEU,2023,6,P001,Crude Oil,Fuel,Europe,1948428,82.0
China,CHN,2023,4,P001,Crude Oil,Fuel,Asia,231166,505.0
France,FRA,2022,8,P004,Industrial Machinery,Machinery,Europe,2966135,1071.0
Japan,JPN,2021,6,P005,Agricultural Goods,Agriculture,Asia,2006475,600.0
Brazil,BRA,2021,12,P004,Industrial Machinery,Machinery,South America,431464,502.0
India,IND,2023,12,P009,Processed Foods,Food,Asia,634929,187.0
United States,USA,2023,6,P005,Agricultural Goods,Agriculture,North America,2321602,475.0
Japan,JPN,2022,8,P001,Crude Oil,Fuel,Asia,1860896,647.0
Canada,CAN,2020,2,P007,Automobiles,Automobile,North America,3023765,776.0
FRANCE,FRA,2020,1,P008,Steel Materials,Metals,Europe,961839,1244.0
India,IND,2020,12,P003,Textile Materials,Textiles,Asia,2530170,1657.0
Australia,AUS,2023,2,P009,Processed Foods,Food,Oceania,4463881,1421.0
France,FRA,2023,5,P002,Electronic Components,Electronics,Europe,2130393,1762.0
Germany,DEU,2019,1,P010,Computer Hardware,Electronics,Europe,1662814,198.0
Japan,JPN,2023,6,P008,Steel Materials,Metals,Asia,2270201,573.0
United Kingdom,GBR,2019,11,P001,Crude Oil,Fuel,Europe,2027161,819.0
CHINA,CHN,2019,12,P006,Pharmaceutical Products,Healthcare,Asia,575208,1635.0
,IND,2020,5,P008,Steel Materials,Metals,Asia,3051381,1473.0
France,FRA,2019,7,P003,Textile Materials,Textiles,Europe,1749779,766.0
Germany,DEU,2023,7,P003,Textile Materials,Textiles,Europe,3609460,1457.0
Australia,AUS,2019,6,P009,Processed Foods,Food,Oceania,2507935,1571.0
Japan,JPN,2023,10,P007,,Automobile,Asia,2029300,809.0
France,FRA,2021,2,P006,Pharmaceutical Products,Healthcare,Europe,2967185,179.0
UNITED KINGDOM,GBR,2023,3,P002,Electronic Components,Electronics,Europe,2630567,858.0
France,FRA,2021,9,P008,Steel Materials,Metals,Europe,2753376,1237.0
JAPAN,JPN,2019,10,P004,Industrial Machinery,Machinery,Asia,3063962,884.0
France,FRA,2020,6,P003,textile materials,Textiles,Europe,4226131,471.0
Japan,JPN,2019,2,P010,Computer Hardware,Electronics,Asia,3592445,1135.0
Germany,DEU,2019,9,P008,Steel Materials,Metals,Europe,2543561,1416.0
Japan,JPN,2021,7,P004,Industrial Machinery,Machinery,Asia,3446419,472.0
Australia,AUS,2019,1,P005,Agricultural Goods,Agriculture,Oceania,1999541,1100.0
India,IND,2020,5,P004,Industrial Machinery,Machinery,Asia,3893625,406.0
,DEU,2022,2,P006,Pharmaceutical Products,Healthcare,Europe,472540,1727.0
France,FRA,2023,11,P006,Pharmaceutical Products,Healthcare,Europe,2965156,1083.0
United States,USA,2020,9,P002,Electronic Components,Electronics,north america,159361,1005.0
Japan,JPN,2022,11,P004,Industrial Machinery,Machinery,Asia,4673057,672.0
France,FRA,2021,6,P009,processed foods,Food,Europe,-414681,1595.0
Brazil,BRA,2020,8,P001,Crude Oil,Fuel,South America,2530191,497.0
Brazil,BRA,2020,12,P006,Pharmaceutical Products,Healthcare,South America,3259889,1460.0
Germany,DEU,2021,7,P001,Crude Oil,Fuel,europe,3705420,546.0
Brazil,BRA,2021,9,P010,Computer Hardware,Electronics,South America,4563636,197.0
China,CHN,2019,6,P001,Crude Oil,Fuel,Asia,513376,
Japan,JPN,2022,7,P006,Pharmaceutical Products,Healthcare,Asia,2405637,415.0
United Kingdom,GBR,2023,11,P005,Agricultural Goods,Agriculture,Europe,-301208,1082.0
Brazil,BRA,2022,8,P006,Pharmaceutical Products,Healthcare,South America,2933282,1818.0
United Kingdom,GBR,2019,12,P001,Crude Oil,Fuel,Europe,4387375,1299.0
China,CHN,2023,12,P004,,Machinery,Asia,4962433,1568.0
UNITED STATES,USA,2021,2,P010,Computer Hardware,Electronics,North America,793810,1354.0
India,IND,2022,9,P009,processed foods,Food,Asia,-151134,1967.0
Germany,DEU,2023,2,P009,Processed Foods,Food,Europe,59448,1298.0
Germany,DEU,2020,1,P008,Steel Materials,Metals,Europe,1172194,1374.0
Japan,JPN,2019,8,P008,Steel Materials,Metals,Asia,4873734,955.0
Germany,DEU,2022,8,P010,Computer Hardware,Electronics,Europe,3512407,119.0
France,FRA,2023,12,P001,Crude Oil,Fuel,Europe,2366549,604.0
INDIA,IND,2023,9,P006,Pharmaceutical Products,Healthcare,Asia,3096657,1440.0
China,CHN,2022,3,P007,Automobiles,Automobile,Asia,2152784,607.0
Brazil,BRA,2019,5,P001,Crude Oil,Fuel,South America,2738886,300.0
France,FRA,2019,8,P001,Crude Oil,Fuel,Europe,1258544,1113.0
Canada,CAN,2020,7,P005,Agricultural Goods,Agriculture,North America,4302101,
France,FRA,2022,2,P007,Automobiles,Automobile,Europe,3892910,1530.0
Brazil,BRA,2021,11,P003,textile materials,Textiles,South America,68445,285.0
India,IND,2021,3,P010,Computer Hardware,Electronics,Asia,4343688,133.0
India,IND,2020,4,P004,Industrial Machinery,Machinery,Asia,4179350,1160.0
,JPN,2023,10,P003,Textile Materials,Textiles,Asia,2185874,808.0
France,FRA,2023,4,P008,Steel Materials,Metals,Europe,3977445,994.0
Japan,JPN,2020,12,P004,Industrial Machinery,Machinery,Asia,4268708,999.0
Japan,JPN,2023,3,P004,Industrial Machinery,Machinery,Asia,-462966,708.0
United States,USA,2022,9,P002,Electronic Components,Electronics,North America,2980948,
AUSTRALIA,AUS,2023,3,P009,Processed Foods,Food,Oceania,-220077,593.0
,CAN,2019,6,P005,Agricultural Goods,Agriculture,North America,3723508,1464.0
Australia,AUS,2019,10,P008,Steel Materials,Metals,Oceania,4897296,397.0
Canada,CAN,2020,7,P002,Electronic Components,Electronics,North America,1863942,
Germany,DEU,2021,3,P008,Steel Materials,Metals,Europe,2481681,958.0
United Kingdom,GBR,2022,11,P003,Textile Materials,Textiles,Europe,4562891,1307.0
United States,USA,2022,8,P006,Pharmaceutical Products,Healthcare,North America,1594265,1167.0
Canada,CAN,2021,1,P001,Crude Oil,Fuel,North America,2970432,1709.0
France,FRA,2021,7,P004,Industrial Machinery,Machinery,Europe,2214645,209.0
Brazil,BRA,2022,4,P006,Pharmaceutical Products,Healthcare,South America,1522031,286.0
China,CHN,2021,8,P005,Agricultural Goods,Agriculture,Asia,-50400,204.0
China,CHN,2020,9,P007,Automobiles,Automobile,Asia,4062697,1599.0
Canada,CAN,2022,2,P002,Electronic Components,Electronics,North America,3906827,1580.0
Canada,CAN,2022,7,P005,Agricultural Goods,Agriculture,north america,1008802,1144.0
Canada,CAN,2022,12,P009,Processed Foods,Food,North America,1055422,78.0
France,FRA,2019,12,P005,agricultural goods,Agriculture,Europe,973886,1310.0
Japan,JPN,2021,4,P003,Textile Materials,Textiles,Asia,4363425,1194.0
France,FRA,2021,9,P003,Textile Materials,Textiles,Europe,3944595,234.0
,IND,2020,9,P004,Industrial Machinery,Machinery,Asia,763849,932.0
France,FRA,2022,6,P009,Processed Foods,Food,Europe,3216395,255.0
China,CHN,2019,9,P006,Pharmaceutical Products,Healthcare,Asia,3004980,403.0
Japan,JPN,2023,9,P001,Crude Oil,Fuel,Asia,966655,888.0
Brazil,BRA,2022,11,P007,automobiles,Automobile,South America,1290702,943.0
United States,USA,2020,12,P008,Steel Materials,Metals,north america,2806214,1726.0
France,FRA,2023,5,P001,Crude Oil,Fuel,Europe,3691030,1452.0
Germany,DEU,2020,2,P001,Crude Oil,Fuel,Europe,12234,1842.0
China,CHN,2021,6,P009,Processed Foods,Food,asia,2168867,68.0
Japan,JPN,2020,10,P003,Textile Materials,Textiles,Asia,2452750,1532.0
Japan,JPN,2019,3,P001,Crude Oil,Fuel,Asia,2767077,1638.0
United Kingdom,GBR,2023,11,P004,,Machinery,Europe,4736668,266.0
Japan,JPN,2023,9,P008,Steel Materials,Metals,Asia,1914998,704.0
,IND,2021,3,P003,Textile Materials,Textiles,Asia,1273849,
UNITED STATES,USA,2022,3,P001,Crude Oil,Fuel,North America,4671953,1106.0
India,IND,2022,8,P007,Automobiles,Automobile,Asia,290927,567.0
Brazil,BRA,2023,6,P008,Steel Materials,Metals,South America,2493321,1216.0
France,FRA,2020,1,P003,textile materials,Textiles,Europe,1009133,1177.0
United Kingdom,GBR,2019,8,P003,Textile Materials,Textiles,Europe,2792327,1843.0
India,IND,2019,8,P006,Pharmaceutical Products,Healthcare,Asia,1412376,1390.0
India,IND,2020,6,P004,Industrial Machinery,Machinery,Asia,-115572,1284.0
Germany,DEU,2021,5,P009,Processed Foods,Food,Europe,-103447,271.0
China,CHN,2021,12,P009,Processed Foods,Food,asia,3900203,
Australia,AUS,2020,3,P007,Automobiles,Automobile,Oceania,4455847,290.0
Australia,AUS,2019,6,P008,Steel Materials,Metals,Oceania,4403572,106.0
France,FRA,2022,5,P001,Crude Oil,Fuel,Europe,1923806,576.0
Brazil,BRA,2019,4,P001,Crude Oil,Fuel,South America,1649162,780.0
United Kingdom,GBR,2020,8,P008,Steel Materials,Metals,Europe,1964333,1648.0
JAPAN,JPN,2021,8,P001,crude oil,Fuel,Asia,1708859,368.0
AUSTRALIA,AUS,2021,3,P003,Textile Materials,Textiles,Oceania,3975141,1439.0
China,CHN,2023,12,P007,Automobiles,Automobile,Asia,2256573,1039.0
India,IND,2019,7,P004,Industrial Machinery,Machinery,Asia,1146671,869.0
Germany,DEU,2020,8,P006,Pharmaceutical Products,Healthcare,Europe,2733587,1865.0
India,IND,2023,6,P004,Industrial Machinery,Machinery,Asia,1516028,1277.0
United Kingdom,GBR,2020,10,P004,Industrial Machinery,Machinery,Europe,4188007,1763.0
France,FRA,2021,8,P008,Steel Materials,Metals,Europe,2260213,607.0
France,FRA,2019,10,P010,Computer Hardware,Electronics,Europe,2998141,1091.0
Canada,CAN,2020,10,P008,Steel Materials,Metals,North America,2729161,278.0
Japan,JPN,2023,2,P009,Processed Foods,Food,Asia,-70685,663.0
France,FRA,2020,1,P005,Agricultural Goods,Agriculture,Europe,3474528,1040.0
Canada,CAN,2022,10,P002,Electronic Components,Electronics,North America,4434125,256.0
United States,USA,2021,9,P001,Crude Oil,Fuel,North America,2283454,950.0
China,CHN,2019,9,P009,Processed Foods,Food,Asia,704357,251.0
UNITED KINGDOM,GBR,2021,10,P003,Textile Materials,Textiles,Europe,4386363,181.0
AUSTRALIA,AUS,2021,4,P006,Pharmaceutical Products,Healthcare,Oceania,3402374,595.0
Australia,AUS,2021,10,P006,Pharmaceutical Products,Healthcare,Oceania,2885302,536.0
UNITED STATES,USA,2021,1,P005,Agricultural Goods,Agriculture,North America,-459920,171.0
United States,USA,2022,5,P001,Crude Oil,Fuel,North America,-161518,960.0
United Kingdom,GBR,2020,8,P005,Agricultural Goods,Agriculture,Europe,1229165,1570.0
United Kingdom,GBR,2023,8,P002,Electronic Components,Electronics,Europe,1134991,1713.0
United Kingdom,GBR,2022,9,P009,Processed Foods,Food,Europe,1541682,1415.0
China,CHN,2023,1,P006,Pharmaceutical Products,Healthcare,Asia,3108479,1469.0
United States,USA,2021,4,P008,Steel Materials,Metals,North America,-332056,1180.0
,USA,2019,7,P004,Industrial Machinery,Machinery,North America,2828983,1784.0
China,CHN,2023,12,P008,Steel Materials,Metals,Asia,3431850,260.0
Brazil,BRA,2022,3,P003,Textile Materials,Textiles,South America,4277059,1436.0
JAPAN,JPN,2022,3,P008,Steel Materials,Metals,Asia,908866,1787.0
Germany,DEU,2019,6,P010,Computer Hardware,Electronics,Europe,3780497,682.0
Canada,CAN,2020,11,P009,Processed Foods,Food,north america,-124164,656.0
UNITED KINGDOM,GBR,2020,7,P001,Crude Oil,Fuel,Europe,42464,536.0
China,CHN,2022,7,P001,crude oil,Fuel,Asia,3183040,941.0
Brazil,BRA,2019,12,P003,Textile Materials,Textiles,South America,2955046,1207.0
United States,USA,2023,11,P008,steel materials,Metals,North America,-399114,116.0
United States,USA,2022,8,P004,Industrial Machinery,Machinery,North America,4180190,1600.0
India,IND,2019,12,P008,Steel Materials,Metals,asia,2417395,1413.0
India,IND,2022,9,P009,Processed Foods,Food,Asia,3633167,1871.0
Australia,AUS,2022,11,P010,Computer Hardware,Electronics,Oceania,954038,1960.0
India,IND,2020,6,P007,Automobiles,Automobile,Asia,2401103,178.0
United Kingdom,GBR,2023,4,P002,Electronic Components,Electronics,Europe,3481417,1847.0
Brazil,BRA,2021,9,P005,Agricultural Goods,Agriculture,South America,4922108,269.0
Japan,JPN,2022,5,P002,Electronic Components,Electronics,Asia,2660047,207.0
China,CHN,2021,8,P003,Textile Materials,Textiles,asia,-171787,1655.0
Canada,CAN,2023,9,P002,Electronic Components,Electronics,North America,3989952,234.0
Brazil,BRA,2019,3,P009,Processed Foods,Food,South America,2870961,744.0
India,IND,2023,9,P006,Pharmaceutical Products,Healthcare,Asia,4472514,1720.0
India,IND,2020,5,P004,Industrial Machinery,Machinery,Asia,-288925,1343.0
Germany,DEU,2023,12,P006,Pharmaceutical Products,Healthcare,Europe,3124859,630.0
Japan,JPN,2021,7,P010,Computer Hardware,Electronics,Asia,-315112,109.0
Canada,CAN,2021,3,P007,Automobiles,Automobile,North America,3742288,1909.0
China,CHN,2022,5,P001,Crude Oil,Fuel,Asia,4716825,1092.0
India,IND,2020,1,P010,Computer Hardware,Electronics,Asia,1552620,1454.0
Canada,CAN,2022,7,P002,Electronic Components,Electronics,North America,2473114,1925.0
Germany,DEU,2023,11,P009,Processed Foods,Food,Europe,2822668,1623.0
FRANCE,FRA,2020,3,P006,Pharmaceutical Products,Healthcare,Europe,566008,1934.0
Australia,AUS,2022,5,P008,Steel Materials,Metals,Oceania,288740,463.0
United Kingdom,GBR,2021,6,P008,Steel Materials,Metals,europe,4064141,453.0
Brazil,BRA,2023,4,P001,Crude Oil,Fuel,South America,2595338,605.0
Australia,AUS,2023,3,P002,Electronic Components,Electronics,Oceania,-372681,937.0
China,CHN,2022,12,P008,Steel Materials,Metals,Asia,869294,1962.0
Brazil,BRA,2023,4,P002,Electronic Components,Electronics,South America,4642400,1564.0
India,IND,2020,9,P003,textile materials,Textiles,Asia,-351120,230.0
India,IND,2022,11,P003,Textile Materials,Textiles,Asia,4293182,636.0
Brazil,BRA,2023,2,P004,Industrial Machinery,Machinery,South America,-242883,746.0
Japan,JPN,2023,11,P008,Steel Materials,Metals,Asia,-81097,1869.0
China,CHN,2019,2,P001,Crude Oil,Fuel,Asia,16041,1304.0
Japan,JPN,2019,11,P001,Crude Oil,Fuel,Asia,4082337,965.0
Brazil,BRA,2020,6,P003,Textile Materials,Textiles,South America,1276231,1995.0
Canada,CAN,2020,8,P008,Steel Materials,Metals,North America,3326780,566.0
Australia,AUS,2020,2,P006,pharmaceutical products,Healthcare,Oceania,337246,
Germany,DEU,2022,12,P010,Computer Hardware,Electronics,Europe,3981448,1051.0
United Kingdom,GBR,2023,4,P010,Computer Hardware,Electronics,Europe,2591254,1408.0
Germany,DEU,2020,9,P010,Computer Hardware,Electronics,europe,2354920,919.0
United States,USA,2022,10,P007,Automobiles,Automobile,North America,1931112,892.0
Australia,AUS,2020,12,P007,Automobiles,Automobile,Oceania,2975106,1769.0
United Kingdom,GBR,2020,12,P010,Computer Hardware,Electronics,Europe,42266,285.0
United States,USA,2021,8,P010,Computer Hardware,Electronics,North America,1293183,1062.0
Japan,JPN,2021,10,P006,Pharmaceutical Products,Healthcare,Asia,4720080,1847.0
China,CHN,2019,9,P001,Crude Oil,Fuel,Asia,4909011,1245.0
Japan,JPN,2019,7,P010,Computer Hardware,Electronics,Asia,1028445,162.0
India,IND,2022,8,P010,Computer Hardware,Electronics,asia,323383,174.0
Canada,CAN,2021,3,P003,Textile Materials,Textiles,North America,963774,1040.0
China,CHN,2021,9,P010,Computer Hardware,Electronics,Asia,1164089,1851.0
United Kingdom,GBR,2020,11,P002,Electronic Components,Electronics,Europe,1321530,1820.0
Canada,CAN,2022,8,P008,Steel Materials,Metals,North America,1284054,1838.0
Germany,DEU,2019,5,P002,Electronic Components,Electronics,Europe,4927897,1258.0
China,CHN,2019,7,P009,Processed Foods,Food,Asia,215875,990.0
France,FRA,2021,8,P008,Steel Materials,Metals,Europe,771385,130.0
Japan,JPN,2020,12,P009,Processed Foods,Food,Asia,-77065,722.0
China,CHN,2021,9,P006,pharmaceutical products,Healthcare,Asia,3237034,1540.0
India,IND,2020,9,P008,Steel Materials,Metals,Asia,1379026,1386.0
United States,USA,2022,2,P003,Textile Materials,Textiles,North America,1683622,692.0
Canada,CAN,2022,12,P006,Pharmaceutical Products,Healthcare,North America,2000754,466.0
United Kingdom,GBR,2022,4,P007,Automobiles,Automobile,Europe,-361506,176.0
United States,USA,2021,1,P007,Automobiles,Automobile,North America,3235725,1095.0
Brazil,BRA,2019,2,P009,Processed Foods,Food,South America,1215316,1567.0
Germany,DEU,2022,6,P010,Computer Hardware,Electronics,Europe,842945,84.0
Canada,CAN,2021,6,P001,Crude Oil,Fuel,North America,2001477,1320.0
FRANCE,FRA,2021,5,P002,Electronic Components,Electronics,Europe,4106125,424.0
United States,USA,2020,7,P004,industrial machinery,Machinery,North America,3772439,927.0
Australia,AUS,2021,2,P009,Processed Foods,Food,Oceania,2517433,1073.0
United Kingdom,GBR,2023,6,P002,Electronic Components,Electronics,Europe,2970166,1843.0
China,CHN,2021,6,P004,Industrial Machinery,Machinery,Asia,587550,1464.0
China,CHN,2023,12,P003,Textile Materials,Textiles,Asia,987600,325.0
Canada,CAN,2021,12,P002,Electronic Components,Electronics,North America,1126437,768.0
Canada,CAN,2022,5,P005,,Agriculture,North America,2519363,1545.0
United States,USA,2021,12,P009,Processed Foods,Food,North America,-86608,1056.0
United Kingdom,GBR,2021,9,P001,crude oil,Fuel,europe,432095,965.0
Japan,JPN,2023,8,P008,Steel Materials,Metals,Asia,1680994,569.0
Japan,JPN,2020,7,P007,Automobiles,Automobile,Asia,4818376,655.0
Brazil,BRA,2022,4,P010,Computer Hardware,Electronics,South America,1166252,219.0
United States,USA,2019,6,P010,Computer Hardware,Electronics,North America,-495651,1181.0
UNITED KINGDOM,GBR,2021,3,P001,crude oil,Fuel,Europe,467239,1279.0
India,IND,2022,11,P010,Computer Hardware,Electronics,Asia,4228428,908.0
Japan,JPN,2019,10,P007,Automobiles,Automobile,Asia,3968051,1588.0
Germany,DEU,2022,6,P007,Automobiles,Automobile,Europe,1219545,1307.0
France,FRA,2021,8,P006,Pharmaceutical Products,Healthcare,Europe,477008,1248.0
France,FRA,2019,7,P007,Automobiles,Automobile,Europe,1539759,1779.0
China,CHN,2020,4,P002,Electronic Components,Electronics,Asia,3757966,611.0
United States,USA,2023,9,P009,Processed Foods,Food,North America,3434885,730.0
China,CHN,2019,11,P010,Computer Hardware,Electronics,asia,-261194,1108.0
Japan,JPN,2023,6,P006,Pharmaceutical Products,Healthcare,asia,1885573,116.0
Japan,JPN,2022,2,P003,Textile Materials,Textiles,Asia,630206,890.0
Germany,DEU,2021,4,P004,Industrial Machinery,Machinery,Europe,2590593,1304.0
China,CHN,2020,12,P009,Processed Foods,Food,Asia,506953,1267.0
Canada,CAN,2023,3,P009,processed foods,Food,North America,3493755,439.0
France,FRA,2020,7,P009,Processed Foods,Food,Europe,2728109,1147.0
United Kingdom,GBR,2019,11,P001,Crude Oil,Fuel,Europe,4890404,648.0
France,FRA,2019,1,P001,Crude Oil,Fuel,Europe,3203094,1849.0
China,CHN,2021,7,P006,Pharmaceutical Products,Healthcare,Asia,1493148,82.0
Canada,CAN,2021,4,P008,Steel Materials,Metals,North America,4399397,1178.0
Australia,AUS,2019,9,P008,Steel Materials,Metals,Oceania,3701134,457.0
United Kingdom,GBR,2022,6,P004,Industrial Machinery,Machinery,Europe,4689089,1333.0
Canada,CAN,2021,2,P001,Crude Oil,Fuel,North America,1092844,171.0
United Kingdom,GBR,2023,4,P007,Automobiles,Automobile,Europe,4137144,277.0
Canada,CAN,2023,3,P010,Computer Hardware,Electronics,North America,436496,960.0
JAPAN,JPN,2023,1,P004,Industrial Machinery,Machinery,Asia,3939101,1062.0
Japan,JPN,2019,7,P009,Processed Foods,Food,Asia,3216534,914.0
Canada,CAN,2021,10,P006,,Healthcare,North America,2484049,411.0
Canada,CAN,2020,6,P008,Steel Materials,Metals,North America,-399855,880.0
Australia,AUS,2019,1,P009,Processed Foods,Food,Oceania,4769578,1157.0
United Kingdom,GBR,2020,1,P008,Steel Materials,Metals,Europe,3915720,159.0
CANADA,CAN,2023,4,P005,Agricultural Goods,Agriculture,North America,480986,881.0
UNITED KINGDOM,GBR,2022,7,P006,Pharmaceutical Products,Healthcare,Europe,249375,523.0
Brazil,BRA,2023,5,P006,Pharmaceutical Products,Healthcare,South America,-215486,1302.0
India,IND,2021,10,P007,Automobiles,Automobile,Asia,2081598,1428.0
Australia,AUS,2020,11,P001,Crude Oil,Fuel,Oceania,2802942,569.0
Australia,AUS,2022,1,P002,Electronic Components,Electronics,oceania,3895442,1552.0
China,CHN,2021,11,P005,Agricultural Goods,Agriculture,Asia,4835586,1835.0
Brazil,BRA,2020,10,P006,Pharmaceutical Products,Healthcare,South America,4103441,87.0
Japan,JPN,2020,6,P008,Steel Materials,Metals,Asia,376523,1325.0
Canada,CAN,2019,8,P004,Industrial Machinery,Machinery,North America,-383301,348.0
India,IND,2023,5,P004,Industrial Machinery,Machinery,Asia,2685388,1873.0
Brazil,BRA,2022,3,P007,Automobiles,Automobile,South America,2601204,1517.0
France,FRA,2022,7,P009,Processed Foods,Food,Europe,944646,1915.0
France,FRA,2022,5,P005,Agricultural Goods,Agriculture,Europe,2552278,1032.0
GERMANY,DEU,2019,6,P004,Industrial Machinery,Machinery,Europe,3661050,242.0
Brazil,BRA,2019,7,P008,Steel Materials,Metals,South America,2293141,125.0
Australia,AUS,2023,7,P003,Textile Materials,Textiles,Oceania,4500191,635.0
Germany,DEU,2023,1,P008,Steel Materials,Metals,Europe,1633143,1268.0
Canada,CAN,2023,7,P004,Industrial Machinery,Machinery,North America,2228501,1438.0
CANADA,CAN,2019,5,P005,Agricultural Goods,Agriculture,North America,3162115,585.0
China,CHN,2021,6,P006,Pharmaceutical Products,Healthcare,Asia,2732863,679.0
Brazil,BRA,2021,6,P002,Electronic Components,Electronics,South America,107285,809.0
China,CHN,2021,1,P008,Steel Materials,Metals,Asia,2585254,553.0
Canada,CAN,2022,2,P003,Textile Materials,Textiles,north america,769171,1012.0
Australia,AUS,2020,3,P002,Electronic Components,Electronics,Oceania,2911727,1278.0
Japan,JPN,2021,7,P008,Steel Materials,Metals,Asia,4654017,810.0
Canada,CAN,2023,11,P005,Agricultural Goods,Agriculture,North America,767087,1227.0
Canada,CAN,2022,7,P003,Textile Materials,Textiles,North America,3733174,1595.0
Australia,AUS,2020,1,P004,Industrial Machinery,Machinery,Oceania,1105492,204.0
France,FRA,2021,4,P001,Crude Oil,Fuel,Europe,2036774,1372.0
United States,USA,2019,2,P009,Processed Foods,Food,north america,2838775,874.0
United States,USA,2020,9,P010,Computer Hardware,Electronics,North America,3933428,1763.0
Germany,DEU,2022,9,P010,Computer Hardware,Electronics,Europe,290603,786.0
Japan,JPN,2019,9,P007,Automobiles,Automobile,Asia,3025220,872.0
Japan,JPN,2020,5,P003,Textile Materials,Textiles,Asia,3647804,1315.0
China,CHN,2019,4,P007,Automobiles,Automobile,asia,2329903,138.0
France,FRA,2022,11,P010,Computer Hardware,Electronics,Europe,-351845,1744.0
UNITED KINGDOM,GBR,2022,9,P003,Textile Materials,Textiles,Europe,2819039,906.0
China,CHN,2021,1,P002,Electronic Components,Electronics,asia,3212166,512.0
GERMANY,DEU,2019,4,P010,Computer Hardware,Electronics,europe,4693562,903.0
Japan,JPN,2022,1,P001,Crude Oil,Fuel,Asia,4805722,413.0
Australia,AUS,2023,3,P009,Processed Foods,Food,Oceania,29413,1176.0
Germany,DEU,2020,10,P003,textile materials,Textiles,Europe,3304350,
Germany,DEU,2021,8,P009,Processed Foods,Food,Europe,2585565,861.0
Canada,CAN,2019,1,P009,Processed Foods,Food,North America,3489218,1703.0
Australia,AUS,2022,6,P004,Industrial Machinery,Machinery,Oceania,2515501,1357.0
United Kingdom,GBR,2019,12,P001,Crude Oil,Fuel,Europe,3692638,1581.0
China,CHN,2019,4,P002,Electronic Components,Electronics,Asia,2541455,1945.0
France,FRA,2021,1,P007,Automobiles,Automobile,europe,469151,1458.0
Germany,DEU,2020,1,P006,Pharmaceutical Products,Healthcare,Europe,3147189,169.0
Brazil,BRA,2022,7,P003,Textile Materials,Textiles,South America,1401828,1501.0
India,IND,2022,2,P002,Electronic Components,Electronics,Asia,3265462,297.0
FRANCE,FRA,2019,9,P006,Pharmaceutical Products,Healthcare,Europe,117424,874.0
Germany,DEU,2020,7,P006,Pharmaceutical Products,Healthcare,Europe,1394407,797.0
,IND,2020,9,P003,Textile Materials,Textiles,Asia,2657240,1286.0
China,CHN,2021,8,P004,industrial machinery,Machinery,Asia,3193507,958.0
Germany,DEU,2020,12,P003,Textile Materials,Textiles,Europe,3660666,1818.0
Australia,AUS,2023,10,P008,Steel Materials,Metals,Oceania,3896532,
